2065851233,917597049
3950521964,1920357780
1870545410,1786247651
1332461972,2389076492
2563444288,1762766406
8620734309,1502819421
7725734042,1856062415
1756776968,2038698890
2145835301,1341324062
917591287,1482189565
2418314073,2068752364
1622491473,2412444931
5737657803,1744570520
2545517370,2004792702
1918033516,720607564
443139494,428655977
917674732,3825310183
2493253208,1880358633
1383529895,917519576
2069703114,2030441556
2382857907,1295560416
1295099702,1919674958
1289473390,917353499
1246222791,1920990774
1974642024,2133208866
917428954,1744635269
5335168769,1914348786
4983751812,5290950105
2405499116,1481094678
1187377884,1338503605
1923923941,917715076
2503408770,1921403200
2007462280,2606012033
3216792670,3950815648
428424288,1280609154
1528167151,7804875639
2019899366,1838250804
2042352841,2406589430
1533965688,8866639442
8297511334,917622807
2296004965,7243562522
1955682895,2395031825
1938247840,6481863464
917540081,917533361
1338490489,2386983472
710135861,2073616924
1838273390,2503417966
1750441647,5589116425
1916456938,2496868420
1195770234,1950205103
6468768940,2343621507
1495338006,917618217
1179345676,2127108733
1481703773,8104145315
2273298478,917547520
1285052358,2352926508
6781635534,1865230035
2425912296,1042014202
5583068328,1976072663
917697683,1533825392
1283430085,1481097148
1933227470,2795569164
437516437,917550314
7609229738,2406589490
1528166488,917546277
1535290323,2544906322
2412753463,4060105152
1168321475,917712146
2608074564,1741815306
1756898749,1788615921
2553467509,917673105
2524459409,917478088
1893891142,1328889996
8777962161,8297956465
1758871702,1929847233
436351560,1189451071
917594031,1639437465
1876792493,6976701239
2953564524,8323054321
7066573218,423199551
2052793889,6185759286
1922061244,2719569771
8319476035,1654007731
917371692,1954139987
1535891563,2100779249
1918032582,1482189389
1744626904,1533269761
1838250829,1165812794
1369458960,917323774
1938022885,1745718287
1757698976,917721253
1498423129,7430848082
3406382459,917397202
1498423111,917712049
1955683209,1859684478
917479994,2081458579
1501229784,2450046075
1494286596,7638789155
1784809698,917679192
1875423033,1327995209
4468224947,2546764775
1950206233,1316717057
2292376495,1958514177
6468828130,2351495488
917535107,917613340
2705705342,1184883384
8853778581,8322071541
5268144813,1108955324
5335171395,555950263
2460514581,1495975824
1427562295,2488387630
1481702392,1280911284
1726408692,1929982372
917588678,3044883602
917708186,1974642050
2027319739,2546764606
7805018643,2428739540
3669315623,2368000969
2143220455,8584542948
1744626876,1280753413
5291897261,1933287688
917391357,2563443951
1893414161,2822518627
2503401239,917535159
1156825103,917411166
2640193285,1976072620
1285357606,2494169430
1759328138,1490011568
917677757,6482006186
1186109292,8776702361
7319711238,3214638728
5788245468,1918169069
8200659397,1859675223
917428420,1956071277
2423723026,944685210
1320973019,6111088159
437397944,8620782485
1536444492,1744570516
1855497843,1479544896
917473662,1950206574
2131749369,1427562323
2545517367,917365342
2342526262,1501230086
1969863957,2572317750
1495336111,917423901
917544685,1186347267
2140954927,2493229050
2517270363,2606512990
1533965374,8316879105
1951842477,917307895
1535891442,2388581272
1943104145,423396960
917383249,917400776
1903018273,1496692503
2351495029,1168695365
917445628,8480163080
2513970688,1481702662
7804713158,4060196277
1194392752,2517270530
2053110424,8325729778
1882851705,917528789
2352926487,5636247210
2434694413,2136813564
8189537273,7638413892
917315510,8851473275
1269744936,1917385103
1285547262,2343621386
2026743636,2015928260
2292342715,1921380730
1917385165,917346766
1974641424,2635575977
7717011355,2292376661
8082865581,917359785
917487924,1247852315
917585180,1481097602
1280753363,1326819237
1955683093,7229054335
7046238233,2328836577
1360006639,1511943048
917440235,917481176
1919676222,2607711728
1857198309,1176926023
1203412904,1894127310
8332774744,917415090
1340564090,1967704382
3799688815,917590905
2396940208,1473460773
4872960002,7638133919
4195977290,2136813368
1859662974,2503856964
