n.node_osm_id
94209388
94300208
94325763
94344079
259017838
259017850
259017879
279933912
286014111
286014115
287751251
287751254
287751257
287751533
287751555
287751642
287751715
287751786
287752907
287752915
287752964
287752967
287753011
287753013
287753090
299694685
299694740
299694942
299695911
299695948
299696005
299697811
299700491
299700556
299797337
299797341
299797343
299807877
299808134
299810690
299810691
299811032
299811533
299811593
299812512
299812523
299814872
299816883
299816887
299817733
299817927
299818169
299818653
300704091
300705539
300710027
300710028
300710192
300718313
300718846
300718890
300719972
300720102
300723564
300725639
300787379
300787382
300787383
300787387
300788045
300788081
300788085
300788087
300788110
300790657
300790661
300790997
300791003
300791008
300791185
300791193
300791661
300791665
300791697
300791704
300799476
300800243
300800249
300800573
300801595
300801621
300808081
300907903
300907925
300907927
300908807
301454096
301483580
301485698
301486771
301486821
301486830
301486832
301487008
301487437
301487438
301487450
301487451
301487473
301487538
301487542
301487543
301882012
304465169
310016508
321554447
321554453
321554455
321554458
321554463
321554465
321554474
321554475
321554481
321554516
321554528
321554534
321554535
321554536
321554540
321554543
321554556
321554575
321554581
321554582
321554607
321554628
321554650
321554653
321554679
321554684
321554698
321554707
321554722
321554726
321554760
321554782
321554784
321554806
321554817
321554819
321554820
321554821
321554822
321554824
321554825
321554826
321554830
321554842
321554845
321554864
321554871
321554874
321554877
321554878
321554880
321554887
321554890
321554894
321554901
321554953
321554954
321554955
321555235
321555832
321555851
321594340
321594342
321594344
321594355
321594357
321594361
321594371
321594374
321594375
321709452
321709453
321709481
321709812
331862435
331863422
331863616
331864404
331864405
331876987
331881044
331881310
331935842
331935845
331937525
331938126
331938128
331939749
331941303
331941305
331942884
331942962
331942963
331943206
331943207
331943286
332101515
332103349
332103350
332103355
332103356
332105414
332105483
332105485
332106063
332106064
332106067
332106547
332106566
332106594
332106639
332265102
332265103
332265104
332265105
332265123
332265124
332265135
332265141
332267329
332281680
332282058
332282081
332282082
332283084
332283085
332283447
332286840
332286842
332286847
332299940
332456115
332456117
332456118
332456128
332456129
332456130
332457274
332457326
332457522
332457693
332459769
332459770
332590561
332590563
332590565
332590568
332592434
332594824
332598452
332600301
332601020
332601022
332601026
332601029
332601648
332604563
332604566
332604569
332604574
332604576
332604577
332605204
332606267
332606269
332606271
332606272
332606273
332606274
332606278
332606964
332606965
332606975
332606976
332606983
332606987
332606990
332607028
332607030
332619764
332619765
332619767
332619768
332668412
332978429
332978430
332978718
332979013
332979015
335694955
335850736
335850753
335850881
335851689
335851737
335852158
335852160
335858879
335894567
335894569
335895186
335895187
338716476
339983896
339983903
347682000
347682007
347682013
347682029
347682031
347682035
347682042
347686435
347687084
347687732
347693143
347693153
347693157
349924354
349924383
349924533
349924574
349924583
349924586
349924590
349924600
349924607
349924632
349924637
349925238
349925244
349925246
353730232
353730367
353731797
353731829
353734086
353734554
353736508
353736940
353736956
353740789
353742131
353742300
365556904
365556910
365557383
392742748
392742751
412464839
412649514
412649516
412649518
412649923
412649926
412649927
412649929
412649930
412649931
412649932
413560776
413560784
413560787
413569067
413569203
413569482
413569614
413569615
413569763
413569992
413570347
413570685
413572332
413572910
413572929
413572931
413572942
413572977
413573290
413573348
413573446
413573456
413573457
413573458
413573460
413573462
413573736
413573738
413573739
413573740
413573741
413573742
413573743
413574009
413574307
413574370
413576784
413576820
413576821
413576838
413576839
413576881
413576885
413576891
413577173
413578076
413578077
413578081
413578082
413578084
413578086
413578088
413578110
413578399
413578535
413578604
413578625
413578632
413578642
413578677
413578914
413579725
413579810
413579864
413579892
413579925
413579926
413580132
413580133
413580134
413580242
413580835
413580836
413580855
413581313
413581541
413586002
413586009
414176013
414176014
414176015
414179587
414179588
414179591
414180534
414180536
414180537
414180538
414181162
414181165
414181168
414181180
414183372
414183729
414185673
414185674
414185675
414185677
414185682
414185752
414185769
414185973
414186082
414186085
414186089
414186353
414186354
414186511
414186538
414186706
414186858
414186859
414186966
414187242
414187245
414187246
414187247
414187408
414187409
414187435
414187447
414193969
414194005
414194008
414194042
414194085
414194266
414194269
414194294
414194295
414194296
414194508
414194745
414195549
414195551
414199801
414229265
414229448
414229518
414229519
414229533
414229554
414229810
414229827
414230046
414230077
414231375
414231412
414247415
414247493
414247494
414247603
414247810
414247813
414247835
414247953
414248085
414248510
414248542
414248653
414249237
414249346
414249544
414249577
414249923
414249924
415168655
415505368
415505397
415505565
415505581
415506852
415506857
415506865
415506880
415506882
415507015
415507023
415507033
415507136
415507271
415507341
415507347
415507397
415507400
415507978
415508009
415508259
415508260
415508266
415508705
415509159
415509161
415509171
415510206
415510207
415510208
415510213
415510219
415510220
415510470
415510477
415510488
415510590
415510602
415510735
415510806
415510835
415510836
415511220
415511224
415511225
415511227
415511234
415511242
415511243
415520554
415520563
415520579
415520583
415520588
415520596
415520613
415521786
415521788
415521843
415524544
415524553
415524559
415524592
415524651
415524655
415524656
415524657
415524660
415524661
415525127
415525128
415525483
415525484
415525498
415604770
415604809
415604828
415604835
415605015
415605019
415605024
415611048
415611162
415611171
415611176
415611181
415611185
415645059
415669712
415669806
415669812
415671401
415671434
415671438
415671640
415673194
415673283
415673303
415689507
415689508
415689534
415690285
415720863
415720895
415720901
415720911
415721937
415721943
415722256
415722261
415722265
415722274
415722280
415722282
415722292
415723094
415723116
415725478
415725480
415725498
415725820
415725824
415726041
415732056
415732638
415732663
415732724
415732802
415733096
415741301
415741569
415741783
415748025
415748657
415748673
415748707
415749770
415749776
415749805
415749814
415749822
415749826
415749829
415751140
415751149
415751168
415751389
415752722
415752750
415752808
415753253
415753619
415753914
415753923
415753928
415753946
415753949
415753962
415753986
415765667
415765669
415765671
415765673
416461596
416461674
416461675
416462612
416469879
416470671
416470677
416470678
416470681
416471261
416472574
416473351
416473361
416474129
416474662
416474833
416475097
416475118
416475343
416475363
416495131
416495244
416495245
416495304
416495309
416495317
416495410
416495413
416495775
416508541
422910083
422910085
422910088
422910090
422910103
422910108
422910110
422910113
422910114
422910118
422910138
422910142
422910156
422910160
422910162
422910187
422910190
422910192
422910204
422910205
422910208
422910217
422918406
422918454
422918473
422918479
422918484
422918489
422918492
422918498
422918586
422918597
422918605
422918607
423008038
423008540
423008853
423008861
423009457
423009872
423009874
423009999
423010209
423010723
423010724
423010725
423010783
423010925
423011209
423011210
423011260
423011268
423011552
423011553
423011620
423011630
423011631
423011634
423011635
423011762
423011763
423011914
423011922
423012046
423012101
423012105
423012106
423015838
423016294
423017971
423018152
423023617
423023631
423024178
423024187
423024198
423103278
423103572
423103576
423103600
423107629
423108616
423108621
423109918
423109929
423110701
423110706
423111546
423111551
423111559
423121110
423121118
423131598
423131599
423131600
423151673
423151789
423152092
423152156
423152736
423152741
423161568
423165297
423165395
423165396
423165984
423167144
423168519
423168520
423173466
423176868
423176871
423184482
423184483
423184484
423184506
423184663
423184857
423184965
423188295
423188349
423188362
423188397
423188399
423188403
423188423
423188424
423188425
423188641
423188948
423189140
423189142
423189144
423189374
423189453
423193902
423193921
423194031
423194179
423194202
423194208
423196442
423196444
423196499
423196804
423196833
423196843
423197782
423197996
423198342
423198343
423198559
423198607
423198609
423198655
423198656
423198857
423198906
423199161
423199388
423199390
423199532
423199548
423199549
423199550
423199551
423199778
423199946
423200035
423200207
423200233
423200240
423202149
423202192
423202271
423202279
423202288
423203939
423203947
423203949
423203952
423203954
423203963
423203970
423203972
423203975
423203977
423203982
423203985
423203996
423204155
423204158
423204161
423204164
423204167
423204169
423363847
423363855
423365257
423365260
423365543
423366389
423366715
423366718
423367392
423367510
423367512
423367515
423367518
423368103
423368160
423368461
423368674
423368676
423368679
423371122
423371407
423371409
423371411
423371414
423371417
423371422
423374208
423374725
423374735
423375576
423375598
423376640
423376685
423377710
423378393
423378467
423381038
423383126
423384214
423384326
423384347
423384351
423384773
423384851
423385274
423386382
423386536
423386616
423386694
423387301
423387441
423387473
423387523
423388063
423388258
423393124
423395734
423395850
423396273
423396962
423397143
423397214
423397319
423397565
423398241
423398430
423398470
423400085
423401060
423403126
423403190
423403309
423403675
423403820
423405402
423405403
423405404
423405765
423405826
423406077
423406233
423407125
423407872
423408066
423408958
423413357
423413655
423413667
